Context,Class,Termination,EdgeShape,Length,CortexPerc,Thickness,Width,CortexLoc,ScarNumber,Profile,CrossSection,PlatformType,DorsalPattern
PAP 4'00-4'75,Flake,Feathered,Irregular,22.21,0%,4.31,17.31,NA,NA,Straight,Triangular,Dihedral,Unidirectional
VALM,Flake,Feathered,Parallel,46.8,0%,13.48,38.27,NA,NA,Irregular,Triangular,Plain,Unidentifiable
VB C,Flake,Feathered,Other,27.31,0%,12.57,18.78,NA,NA,Straight,Triangular,Other,Unidentifiable
VB C,Flake,Feathered,Divergent,19.84,0%,7.21,18.56,NA,NA,Twisted,Triangular,Crushed,Unidentifiable
VB B,Flake,Feathered,Irregular,21.46,0%,2.81,16.29,NA,NA,Straight,Trapezoidal,Other,Unidentifiable
VB B,Flake,Feathered,Parallel,19.35,0%,7.36,13.78,NA,NA,Twisted,Triangular,Plain,Unidentifiable
VB B,Flake,Feathered,Parallel,13.01,0%,7.91,19.2,NA,NA,Straight,Irregular,Cortical,Unidentifiable
VB B,Flake,Feathered,Circular,12.41,0%,3.15,11.4,NA,NA,Straight,Triangular,Faceted,Unidentifiable
AMB VI,Flake,Feathered,Circular,35.18,0%,8.81,31.06,NA,NA,Straight,Irregular,Other,Unidentifiable
AMB VI,Flake,Feathered,Parallel,38.37,0%,10.1,25.75,NA,NA,Curved,Triangular,Other,Unidentifiable
AMB VI,Flake,Feathered,Parallel,43.07,0%,13.34,32.87,NA,NA,Straight,Trapezoidal,Plain,Unidentifiable
AMB VI,Flake,Feathered,Irregular,41.58,0%,5.55,38.6,NA,NA,Irregular,Irregular,Plain,Unidentifiable
AMB VI,Flake,Feathered,Parallel,41.08,0%,10.92,34.84,NA,NA,Straight,Irregular,Plain,Unidentifiable
AMB VI,Flake,Feathered,Irregular,36.4,0%,6.86,26.65,NA,NA,Straight,Triangular,Other,Unidentifiable
AMB VI,Flake,Feathered,Biconvex,21.7,0%,3.52,19.3,NA,NA,Straight,Lenticular,Crushed,Unidentifiable
AMB VI,Flake,Feathered,Irregular,21.43,0%,4.28,16.21,NA,NA,Curved,Triangular,Faceted,Unidentifiable
AMB VI,Flake,Feathered,Irregular,20.35,0%,3.52,18.8,NA,NA,Straight,Irregular,Other,Unidentifiable
AMB VI,Flake,Feathered,Other,19.37,0%,3.32,25,NA,NA,Straight,Triangular,Crushed,Unidentifiable
AMB IV,Flake,Feathered,Biconvex,55.35,0%,14.59,32.88,NA,NA,Curved,Triangular,Plain,Unidentifiable
AMB IV,Flake,Feathered,Divergent,69.7,0%,12.05,44.42,NA,NA,Straight,Triangular,Other,Unidentifiable
AMB IV,Flake,Feathered,Circular,28.11,0%,6.57,26.42,NA,NA,Curved,Trapezoidal,Plain,Unidentifiable
AMB IV,Flake,Feathered,Circular,18.68,0%,5.8,20.91,NA,NA,Curved,Irregular,Other,Unidentifiable
AMB IV,Flake,Feathered,Circular,17.58,0%,4.58,18.24,NA,NA,Straight,Lenticular,Plain,Unidentifiable
AMB IV,Flake,Feathered,Other,21.87,0%,15.92,23.88,NA,NA,Straight,Triangular,Cortical,Unidentifiable
AMB IV,Flake,Feathered,Irregular,25.52,0%,2.78,26.76,NA,NA,Curved,Irregular,Plain,Unidentifiable
AMB IV,Flake,Feathered,Convergent,22.92,0%,3.03,18.04,NA,NA,Straight,Irregular,Crushed,Unidentifiable
AMB IV,Flake,Feathered,Other,11.98,0%,3.45,16.59,NA,NA,Straight,Irregular,Cortical,Unidentifiable
AMB II,Flake,Feathered,Divergent,34.54,0%,6.48,26.84,NA,NA,Curved,Irregular,Dihedral,Unidentifiable
AMB II,Flake,Feathered,Divergent,40.55,0%,9.47,25.71,NA,NA,Curved,Triangular,Crushed,Unidentifiable
AMB II,Flake,Feathered,Irregular,27.81,0%,5.25,21.24,NA,NA,Irregular,Irregular,Plain,Unidentifiable
AMB II,Flake,Feathered,Irregular,24.67,0%,6.68,23.39,NA,NA,Straight,Triangular,Plain,Unidentifiable
AMB II,Flake,Feathered,Irregular,47.66,0%,9.59,33.55,NA,NA,Straight,Triangular,Other,Unidentifiable
AMB II,Flake,Feathered,Irregular,34.94,0%,18.45,28.38,NA,NA,Irregular,Irregular,Plain,Unidentifiable
AMB II,Flake,Feathered,Other,21.88,0%,7.37,28.8,NA,NA,Irregular,Irregular,Other,Unidentifiable
AMB II,Flake,Feathered,Irregular,13.33,0%,4.08,15.82,NA,NA,Straight,Triangular,Crushed,Unidentifiable
AMB II,Flake,Feathered,Irregular,10.86,0%,3.43,23.4,NA,NA,Curved,Irregular,Other,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Circular,26.55,0%,6.7,25.32,NA,NA,Straight,Trapezoidal,Plain,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Circular,26.09,0%,8.24,22.9,NA,NA,Straight,Irregular,Plain,Unidentifiable
PAP 5'25-6'25,Flake,NA,Parallel,23.55,0%,7.53,17.28,NA,NA,NA,Irregular,Other,Unidentifiable
PAP 5'25-6'25,Flake,NA,Other,23.13,0%,6.02,13.39,NA,NA,NA,NA,Other,Unidentifiable
PAP 5'25-6'25,Flake,NA,Other,21.3,0%,8.01,23.05,NA,NA,NA,NA,Other,Unidentifiable
PAP 5'25-6'25,Flake,NA,Other,16.6,0%,5.53,13.28,NA,NA,NA,NA,Other,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Parallel,16.48,0%,7.38,17.1,NA,NA,Irregular,Triangular,Other,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Biconvex,36.27,0%,10.33,30.55,NA,NA,Straight,Triangular,Plain,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Other,35.32,0%,6.14,21.23,NA,NA,Straight,Trapezoidal,Other,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Divergent,20.4,0%,4.65,16.41,NA,NA,Curved,Triangular,Crushed,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Irregular,20.96,0%,4.16,16.76,NA,NA,Straight,Triangular,Plain,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Irregular,35.88,0%,7.38,30.69,NA,NA,Twisted,Irregular,Plain,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Irregular,30.28,0%,5.84,18.56,NA,NA,Curved,Irregular,Plain,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Irregular,28.32,0%,8.65,21.86,NA,NA,Straight,Irregular,Plain,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Irregular,25.57,0%,5.66,21.76,NA,NA,Straight,Irregular,Cortical,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Irregular,24.92,0%,6.28,27.55,NA,NA,Straight,Irregular,Cortical,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Parallel,24.75,0%,7.24,14.35,NA,NA,Straight,Triangular,Faceted,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Parallel,24.43,0%,6.09,15.06,NA,NA,Straight,Triangular,Plain,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Divergent,23.69,0%,3.02,20.99,NA,NA,Straight,Trapezoidal,Other,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Parallel,23.49,0%,9.39,23.38,NA,NA,Straight,Lenticular,Crushed,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Divergent,22.85,0%,3.13,21.95,NA,NA,Straight,Trapezoidal,Plain,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Irregular,22.3,0%,3.91,23.63,NA,NA,Irregular,Irregular,Cortical,Unidentifiable
PAP 5'25-6'25,Flake,Overpassed,Divergent,22.1,0%,7.56,37.29,NA,NA,Curved,Irregular,Crushed,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Divergent,20.93,0%,4.96,14.61,NA,NA,Curved,Trapezoidal,Plain,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Irregular,20.79,0%,3.16,22.14,NA,NA,Straight,Irregular,Plain,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Circular,20.74,0%,7.03,22.9,NA,NA,Straight,Lenticular,Plain,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Divergent,20.67,0%,6.97,26.37,NA,NA,Straight,Lenticular,Cortical,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Irregular,19.57,0%,3.57,14.71,NA,NA,Curved,Lenticular,Plain,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Irregular,19.47,0%,5.03,17.41,NA,NA,Curved,Irregular,Crushed,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Parallel,18.31,0%,2.81,16.19,NA,NA,Straight,Triangular,Crushed,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Irregular,18.16,0%,3.83,19.18,NA,NA,Straight,Irregular,Cortical,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Divergent,17,0%,4.05,19.19,NA,NA,Straight,Triangular,Plain,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Irregular,15.9,0%,10.39,27.32,NA,NA,Straight,Irregular,Plain,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Divergent,15.77,0%,4.34,17.47,NA,NA,Straight,Irregular,Cortical,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Irregular,15.38,0%,2.26,17.46,NA,NA,Straight,Triangular,Cortical,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Irregular,15.32,0%,4.4,20.09,NA,NA,Straight,Irregular,Plain,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Parallel,15.02,0%,2.88,10.44,NA,NA,Straight,Irregular,Other,Unidentifiable
PAP 5'25-6'25,Flake,Feathered,Circular,12.62,0%,1.54,11.45,NA,NA,Straight,Lenticular,Crushed,Unidentifiable
PAP 4'75-5'25,Flake,Feathered,Biconvex,45.66,0%,4.04,24.37,NA,NA,Straight,Trapezoidal,Other,Unidentifiable
PAP 4'75-5'25,Flake,Feathered,Convergent,34.43,0%,4.76,32,NA,NA,Curved,Irregular,Faceted,Unidentifiable
PAP 4'75-5'25,Flake,Feathered,Divergent,22.09,0%,3.85,14.7,NA,NA,Straight,Irregular,Plain,Unidentifiable
PAP 4'75-5'25,Flake,Feathered,Parallel,42.11,0%,14.78,24.92,NA,NA,Irregular,Irregular,Plain,Unidentifiable
PAP 4'75-5'25,Flake,Feathered,Divergent,27.83,0%,7.23,20.02,NA,NA,Twisted,Triangular,Other,Unidentifiable
PAP 4'75-5'25,Flake,Feathered,Biconvex,40.53,0%,9.64,35.72,NA,NA,Curved,Irregular,Other,Unidentifiable
PAP 4'75-5'25,Flake,Feathered,Irregular,33.34,0%,6.41,38.94,NA,NA,Irregular,Irregular,Plain,Unidentifiable
PAP 4'75-5'25,Flake,Feathered,Irregular,31.53,0%,12.04,16.88,NA,NA,Straight,Triangular,Plain,Unidentifiable
PAP 4'75-5'25,Flake,Feathered,Divergent,20.3,0%,2.78,18.71,NA,NA,Straight,Lenticular,Crushed,Unidentifiable
PAP 4'75-5'25,Flake,Pointed,Irregular,18.21,0%,1.88,10.42,NA,NA,Twisted,Irregular,Crushed,Unidentifiable
PAP 4'75-5'25,Flake,Feathered,Irregular,18.21,0%,7.69,21.27,NA,NA,Straight,Lenticular,Linear,Unidentifiable
PAP 4'75-5'25,Flake,Feathered,Irregular,17.45,0%,1.56,10.95,NA,NA,Straight,Lenticular,Cortical,Unidentifiable
PAP 4'75-5'25,Flake,Feathered,Parallel,16.17,0%,5.14,16.64,NA,NA,Straight,Triangular,Plain,Unidentifiable
PAP 4'75-5'25,Flake,Feathered,Irregular,15.52,0%,3.2,16.7,NA,NA,Straight,Irregular,Plain,Unidentifiable
PAP 4'75-5'25,Flake,Feathered,Irregular,15.46,0%,4.1,24.48,NA,NA,Straight,Irregular,Plain,Unidentifiable
PAP 4'75-5'25,Flake,Feathered,Irregular,15.2,0%,3.71,17.9,NA,NA,Straight,Irregular,Plain,Unidentifiable
PAP 4'75-5'25,Flake,Feathered,Parallel,15.11,0%,2.07,10.1,NA,NA,Straight,Lenticular,Crushed,Unidentifiable
PAP 4'75-5'25,Flake,Feathered,Divergent,14.69,0%,5.96,20.91,NA,NA,Straight,Triangular,Crushed,Unidentifiable
PAP 4'75-5'25,Flake,Feathered,Circular,13.69,0%,3.57,15.1,NA,NA,Irregular,Triangular,Plain,Unidentifiable
PAP 4'75-5'25,Flake,Feathered,Other,12.62,0%,2.78,16.41,NA,NA,Irregular,Irregular,Crushed,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Irregular,33.29,0%,4.64,33.23,NA,NA,Curved,Irregular,Plain,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Parallel,21.58,0%,4.62,12.58,NA,NA,Curved,Triangular,Other,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Parallel,36.42,0%,5.95,19.79,NA,NA,Straight,Triangular,Crushed,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Irregular,36.28,0%,8.34,21.33,NA,NA,Straight,Irregular,Other,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Irregular,38.65,0%,4.73,21.16,NA,NA,Twisted,Irregular,Other,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Irregular,37.59,0%,6.19,20.46,NA,NA,Straight,Triangular,Other,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Irregular,36.45,0%,1.95,44.12,NA,NA,Straight,Irregular,Dihedral,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Irregular,30.72,0%,5.66,24.22,NA,NA,Straight,Irregular,Plain,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Irregular,27.3,0%,4.35,25.38,NA,NA,Straight,Triangular,Plain,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Divergent,26.68,0%,12.44,22.13,NA,NA,Straight,Triangular,Other,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Parallel,26.29,0%,6.62,17.95,NA,NA,Straight,Triangular,Cortical,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Irregular,25.28,0%,3.19,14.82,NA,NA,Irregular,Triangular,Plain,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Divergent,24.42,0%,5.87,37.45,NA,NA,Straight,Irregular,Plain,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Divergent,23.73,0%,3.81,20.93,NA,NA,Irregular,Irregular,Plain,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Parallel,23.51,0%,6.19,15.15,NA,NA,Curved,Irregular,Plain,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Divergent,22.47,0%,8.26,19.18,NA,NA,Irregular,Irregular,Crushed,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Divergent,21.94,0%,2.5,14.53,NA,NA,Irregular,Irregular,Linear,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Irregular,21.74,0%,2.29,17.2,NA,NA,Curved,Irregular,Plain,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Parallel,21.48,0%,4.07,13.23,NA,NA,Straight,Irregular,Other,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Irregular,21.39,0%,2.28,28.51,NA,NA,Irregular,Irregular,Cortical,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Irregular,21.19,0%,5.33,17.37,NA,NA,Straight,Triangular,Plain,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Circular,21.03,0%,2.44,18.82,NA,NA,Straight,Lenticular,Crushed,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Irregular,20.97,0%,4.72,20.91,NA,NA,Straight,Lenticular,Plain,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Parallel,20.76,0%,2.77,15.86,NA,NA,Straight,Irregular,Crushed,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Parallel,20.58,0%,5.5,10.84,NA,NA,Straight,Triangular,Plain,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Parallel,20.23,0%,5.84,17.51,NA,NA,Straight,Irregular,Plain,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Irregular,19.5,0%,2.38,15.07,NA,NA,Straight,Lenticular,Crushed,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Irregular,19.06,0%,5.19,23.9,NA,NA,Curved,Irregular,Crushed,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Divergent,18.98,0%,4.04,19.28,NA,NA,Straight,Triangular,Plain,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Parallel,18.46,0%,7.41,13.3,NA,NA,Straight,Triangular,Cortical,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Irregular,18.38,0%,2.99,16.1,NA,NA,Straight,Lenticular,Cortical,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Convergent,18.29,0%,2.47,12.69,NA,NA,Straight,Irregular,Plain,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Irregular,17.94,0%,3.08,19.39,NA,NA,Straight,Irregular,Plain,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Other,13.26,0%,3.55,24.52,NA,NA,Straight,Irregular,Linear,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Other,12.77,0%,3.22,20.5,NA,NA,Straight,Irregular,Crushed,Unidentifiable
PAP 4'00-4'75,Flake,Feathered,Divergent,12.02,0%,2.83,20.48,NA,NA,Irregular,Triangular,Crushed,Unidentifiable
VB B,Flake,Feathered,Parallel,16.42,0%,5.22,13.92,NA,1,Straight,Lenticular,Plain,Unidirectional
VB A,Flake,Feathered,Irregular,31.67,0%,12.55,36.51,NA,1,Straight,Triangular,Cortical,Unidirectional
VB A,Flake,Feathered,Irregular,26.29,0%,6.5,33.82,NA,1,Straight,Irregular,Crushed,Unidirectional
AMB IV,Flake,Feathered,Other,14.29,0%,4.22,25.27,NA,1,Curved,Lenticular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Divergent,10.97,0%,3.06,15.66,NA,1,Straight,Lenticular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Divergent,15.61,0%,3.78,22.66,NA,1,Straight,Lenticular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Divergent,12.87,0%,1.38,21.62,NA,1,Straight,Lenticular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,25.13,0%,4.38,29.63,NA,1,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,15.82,0%,4.17,24.85,NA,1,Straight,Lenticular,Dihedral,Unidirectional
PAP 4'00-4'75,Flake,Hinged,Other,12.4,0%,3.96,21.73,NA,1,Straight,Lenticular,Plain,Unidirectional
VALM,Flake,Feathered,Irregular,39.82,0%,4,23.49,NA,1,Straight,Triangular,Cortical,Unidirectional
VALM,Flake,Feathered,Irregular,36.34,0%,5.02,21.72,NA,1,Straight,Lenticular,Plain,Unidirectional
VALM,Flake,Feathered,Convergent,30.91,0%,7.85,37.31,NA,1,Straight,Lenticular,Cortical,Unidirectional
VALM,Flake,Feathered,Divergent,27.72,0%,5.97,37.71,NA,1,Curved,Irregular,Other,Unidirectional
VALM,Flake,Feathered,Irregular,23.84,0%,4.67,19.84,NA,1,Straight,Lenticular,Cortical,Unidirectional
VALM,Flake,Feathered,Irregular,19.34,0%,5.91,26,NA,1,Straight,Irregular,Plain,Unidirectional
VALM,Flake,Feathered,Irregular,18.11,0%,3.73,19.5,NA,1,Twisted,Triangular,Faceted,Unidirectional
VALM,Flake,Feathered,Irregular,11.61,0%,2.37,14.81,NA,1,Straight,Lenticular,Other,Unidirectional
VALM,Flake,Feathered,Divergent,10.59,0%,2.19,19.2,NA,1,Straight,Lenticular,Dihedral,Unidirectional
VB C,Flake,Feathered,Parallel,28.25,0%,10.87,20.09,NA,1,Straight,Irregular,Linear,Unidirectional
VB C,Flake,Feathered,Irregular,26.06,0%,5.09,36.19,NA,1,Straight,Lenticular,Plain,Unidirectional
VB C,Flake,Feathered,Irregular,26.02,0%,4.3,18.24,NA,1,Curved,Triangular,Plain,Unidirectional
VB C,Flake,Feathered,Irregular,25.91,0%,13.58,33.56,NA,1,Curved,Triangular,Plain,Unidirectional
VB C,Flake,Feathered,Irregular,23.01,0%,5.65,20.4,NA,1,Straight,Trapezoidal,Crushed,Unidirectional
VB C,Flake,Hinged,Divergent,21.63,0%,2.55,35.27,NA,1,Straight,Lenticular,Plain,Unidirectional
VB C,Flake,Feathered,Convergent,20.61,0%,4.44,10.8,NA,1,Straight,Triangular,Plain,Unidirectional
VB C,Flake,Feathered,Irregular,19.27,0%,2.16,16.18,NA,1,Curved,Lenticular,Plain,Unidirectional
VB C,Flake,Feathered,Parallel,18.99,0%,3.31,12.06,NA,1,Straight,Lenticular,Crushed,Unidirectional
VB C,Flake,Feathered,Circular,17.69,0%,4.65,20.18,NA,1,Straight,Lenticular,Cortical,Unidirectional
VB C,Flake,Feathered,Divergent,17.29,0%,1.34,9.87,NA,1,Straight,Lenticular,Crushed,Unidirectional
VB C,Flake,Hinged,Irregular,17.29,0%,2.49,17.76,NA,1,Straight,Lenticular,Dihedral,Unidirectional
VB C,Flake,Feathered,Irregular,16.78,0%,1.19,11.72,NA,1,Straight,Lenticular,Other,Unidirectional
VB C,Flake,Feathered,Other,16,0%,2.93,26.77,NA,1,Curved,Irregular,Faceted,Unidirectional
VB C,Flake,Feathered,Parallel,15.72,0%,3.17,8.79,NA,1,Straight,Lenticular,Other,Unidirectional
VB C,Flake,Feathered,Divergent,15.33,0%,1.89,17.83,NA,1,Curved,Lenticular,Dihedral,Unidirectional
VB C,Flake,Feathered,Irregular,15.04,0%,3.97,12.51,NA,1,Irregular,Triangular,Plain,Unidirectional
VB C,Flake,Feathered,Parallel,14.81,0%,1.88,8.65,NA,1,Straight,Lenticular,Plain,Unidirectional
VB C,Flake,Feathered,Divergent,14.33,0%,3.08,18.33,NA,1,Straight,Lenticular,Other,Unidirectional
VB C,Flake,Feathered,Divergent,13.94,0%,3.04,18.65,NA,1,Straight,Lenticular,Plain,Unidirectional
VB C,Flake,Feathered,Irregular,13.91,0%,2.43,15.38,NA,1,Straight,Lenticular,Other,Unidirectional
VB C,Flake,Feathered,Parallel,12.36,0%,1.39,11.98,NA,1,Straight,Lenticular,Other,Unidirectional
VB C,Flake,Feathered,Irregular,12,0%,1.99,20.23,NA,1,Straight,Triangular,Linear,Unidirectional
VB C,Flake,Feathered,Circular,11.8,0%,1.5,11.96,NA,1,Straight,Lenticular,Crushed,Unidirectional
VB C,Flake,Feathered,Irregular,13.67,0%,3.07,22.95,NA,1,Straight,Lenticular,Plain,Unidirectional
VB B,Flake,Feathered,Convergent,33.7,0%,3.1,19.61,NA,1,Straight,Lenticular,Plain,Unidirectional
VB B,Flake,Feathered,Irregular,33.19,0%,8.43,27.83,NA,1,Irregular,Irregular,Cortical,Unidirectional
VB B,Flake,Feathered,Irregular,30.84,0%,2.37,26.7,NA,1,Curved,Irregular,Plain,Unidirectional
VB B,Flake,Feathered,Convergent,30.36,0%,4.69,25.75,NA,1,Straight,Lenticular,Plain,Unidirectional
VB B,Flake,Feathered,Biconvex,29.49,0%,8.61,24.48,NA,1,Curved,Irregular,Plain,Unidirectional
VB B,Flake,Feathered,Convergent,28.76,0%,4.98,18.58,NA,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Divergent,28.08,0%,11.55,15.87,NA,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Divergent,26.9,0%,4.73,32.94,NA,1,Straight,Lenticular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,25.15,0%,10.18,27.2,NA,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,25.06,0%,7.47,13.98,NA,1,Straight,Irregular,Plain,Unidirectional
VB B,Flake,Pointed,Convergent,24.02,0%,6.15,21.4,NA,1,Straight,Lenticular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,23.91,0%,1.6,15.83,NA,1,Curved,Irregular,Plain,Unidirectional
VB B,Flake,Feathered,Biconvex,23.39,0%,6.28,12.99,NA,1,Straight,Trapezoidal,Cortical,Unidirectional
VB B,Flake,Feathered,Irregular,23.29,0%,6.11,12.83,NA,1,Twisted,Triangular,Other,Unidirectional
VB B,Flake,Feathered,Irregular,22.93,0%,7.73,21.5,NA,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Convergent,22.55,0%,4.87,26.48,NA,1,Straight,Irregular,Cortical,Unidirectional
VB B,Flake,Feathered,Convergent,22.34,0%,6.59,19.1,NA,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,22.01,0%,10.94,12.58,NA,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Irregular,21.95,0%,2.52,22.44,NA,1,Curved,Lenticular,Crushed,Unidirectional
VB B,Flake,Feathered,Parallel,21.73,0%,10.95,23.34,NA,1,Irregular,Irregular,Plain,Unidirectional
VB B,Flake,Feathered,Irregular,21.08,0%,7.36,32.65,NA,1,Irregular,Irregular,Plain,Unidirectional
VB B,Flake,Hinged,Parallel,20.37,0%,3.07,14.81,NA,1,Straight,Lenticular,Linear,Unidirectional
VB B,Flake,Pointed,Convergent,20.01,0%,7.33,16.81,NA,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Irregular,19.21,0%,2.71,17.62,NA,1,Straight,Lenticular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,19.09,0%,3.62,18.01,NA,1,Straight,Lenticular,Plain,Unidirectional
VB B,Flake,Feathered,Irregular,18.99,0%,3.38,15.28,NA,1,Straight,Lenticular,Cortical,Unidirectional
VB B,Flake,Feathered,Divergent,18.87,0%,2.14,17.91,NA,1,Straight,Lenticular,Linear,Unidirectional
VB B,Flake,Pointed,Convergent,18.78,0%,6.96,15.3,NA,1,Irregular,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Circular,18.76,0%,5.5,19.26,NA,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Irregular,18.07,0%,2.87,14.4,NA,1,Straight,Lenticular,Linear,Unidirectional
VB B,Flake,Pointed,Convergent,17.86,0%,2.64,10.82,NA,1,Straight,Lenticular,Plain,Unidirectional
VB B,Flake,Feathered,Divergent,17.71,0%,6.29,21.26,NA,1,Straight,Lenticular,Dihedral,Unidirectional
VB B,Flake,Hinged,Divergent,17.21,0%,2.63,18.45,NA,1,Straight,Lenticular,Plain,Unidirectional
VB B,Flake,Feathered,Irregular,16.94,0%,3.42,31.97,NA,1,Straight,Lenticular,Dihedral,Unidirectional
VB B,Flake,Feathered,Convergent,16.84,0%,3.64,21.03,NA,1,Straight,Lenticular,Cortical,Unidirectional
VB B,Flake,Feathered,Irregular,16.79,0%,4.66,11.51,NA,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,16.74,0%,2.46,10.57,NA,1,Twisted,Lenticular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,16.66,0%,1.69,15.06,NA,1,Straight,Lenticular,Crushed,Unidirectional
VB B,Flake,Feathered,Parallel,16.52,0%,6.15,12.22,NA,1,Irregular,Trapezoidal,Plain,Unidirectional
VB B,Flake,Hinged,Irregular,16.22,0%,3.29,16.54,NA,1,Twisted,Irregular,Plain,Unidirectional
VB B,Flake,Feathered,Irregular,16,0%,2.24,17.6,NA,1,Straight,Lenticular,Linear,Unidirectional
VB B,Flake,Feathered,Convergent,15.04,0%,3.47,17.54,NA,1,Straight,Lenticular,Plain,Unidirectional
VB B,Flake,Feathered,Biconvex,14.99,0%,1.32,14.03,NA,1,Straight,Lenticular,Plain,Unidirectional
VB B,Flake,Hinged,Divergent,14.91,0%,3.09,21.45,NA,1,Curved,Triangular,Crushed,Unidirectional
